"Geography_Code","NM_1504_1_0","NM_1504_1_1","NM_1504_1_10","NM_1504_1_2","NM_1504_1_3","NM_1504_1_4","NM_1504_1_5","NM_1504_1_6","NM_1504_1_7","NM_1504_1_8","NM_1504_1_9"
"N00001481",229,221,1,0,2,0,0,2,0,0,3
"N00001482",307,291,1,0,0,2,1,0,6,0,6
"N00001483",254,240,0,0,0,6,3,0,3,2,0
"N00001484",213,209,4,0,0,0,0,0,0,0,0
"N00001485",248,238,0,0,4,2,3,0,0,0,1
"N00001486",358,333,0,0,5,9,0,0,10,0,1
"N00001487",298,298,0,0,0,0,0,0,0,0,0
"N00001488",277,268,0,0,1,4,0,0,4,0,0
"N00001489",293,287,0,0,0,4,1,0,1,0,0
"N00001490",196,191,0,0,2,2,0,0,0,0,1
"N00001491",250,248,0,0,1,0,0,0,0,1,0
"N00001492",226,222,1,0,2,0,0,0,0,0,1
"N00001493",260,257,0,0,0,0,0,0,3,0,0
"N00001494",198,191,0,0,0,0,0,0,0,7,0
"N00001495",288,278,1,0,0,0,0,0,0,9,0
"N00001496",266,254,0,0,6,2,0,0,0,2,2
"N00001497",236,222,0,0,1,4,0,0,4,5,0
"N00001498",460,450,1,0,1,4,0,0,1,0,3
"N00001499",335,314,1,0,6,1,0,0,12,1,0
"N00001500",214,192,1,0,9,4,0,1,2,1,4
"N00001501",497,486,1,0,2,0,0,0,6,0,2
"N00001502",409,402,0,0,2,0,0,0,1,0,4
"N00001503",204,198,1,0,1,0,0,0,2,1,1
"N00001504",272,263,0,0,0,0,0,0,1,4,4
"N00001505",473,460,0,0,5,1,0,0,0,0,7
"N00001506",239,226,0,1,0,6,0,0,0,1,5
"N00001507",254,247,0,0,1,0,0,0,1,1,4
"N00001508",466,442,4,0,0,0,0,1,1,6,12
"N00001509",385,364,3,0,8,2,0,0,1,7,0
"N00001510",215,207,0,0,2,0,0,0,0,2,4
"N00001511",638,624,0,3,1,0,0,0,1,8,1
"N00001512",294,285,1,0,3,0,0,0,1,2,2
"N00001513",236,231,0,0,4,0,0,0,0,0,1
"N00001514",249,227,0,0,1,3,0,0,10,4,4
"N00001515",351,337,1,0,0,6,7,0,0,0,0
"N00001516",275,271,0,0,2,0,0,0,2,0,0
"N00001517",359,349,0,0,1,1,7,0,0,1,0
"N00001518",436,390,3,0,3,14,6,0,10,10,0
"N00001519",298,284,0,0,3,1,0,0,1,8,1
"N00001520",265,259,0,0,1,0,0,0,0,0,5
"N00001521",249,245,0,0,2,0,0,0,2,0,0
"N00001522",278,278,0,0,0,0,0,0,0,0,0
"N00001523",211,206,0,0,4,0,0,0,0,0,1
"N00001524",253,240,0,0,3,4,0,0,0,1,5
"N00001525",239,221,1,0,4,9,0,1,0,0,3
"N00001526",219,212,0,1,1,4,0,0,0,1,0
"N00001527",243,229,2,0,6,5,0,0,0,0,1
"N00001528",244,217,0,0,2,12,0,0,8,5,0
"N00001529",286,269,0,0,7,0,0,0,1,9,0
"N00001530",386,371,0,0,2,9,0,0,2,1,1
"N00001531",320,313,0,1,0,0,0,0,1,5,0
"N00001532",435,422,0,12,0,0,0,0,0,1,0
"N00001533",636,623,0,3,1,0,0,0,0,9,0
"N00001534",321,315,0,5,1,0,0,0,0,0,0
"N00001535",385,375,0,0,0,3,0,0,0,0,7
"N00001536",401,400,0,0,1,0,0,0,0,0,0
"N00001537",356,355,0,0,1,0,0,0,0,0,0
"N00001538",386,386,0,0,0,0,0,0,0,0,0
"N00001539",346,345,0,0,0,0,0,0,0,0,1
"N00001540",408,399,0,0,4,4,0,0,0,0,1
"N00001541",286,285,0,0,0,0,0,0,1,0,0
"N00001542",324,320,0,0,3,1,0,0,0,0,0
"N00001543",366,362,0,0,0,3,0,0,0,1,0
"N00001544",280,280,0,0,0,0,0,0,0,0,0
"N00001545",352,327,1,0,9,10,0,0,0,1,4
"N00001546",352,346,0,0,1,4,0,0,0,0,1
"N00001547",316,310,1,0,1,0,0,0,1,1,2
"N00001548",317,308,0,0,3,2,0,0,1,1,2
"N00001549",376,369,0,1,0,2,0,0,0,3,1
"N00001550",213,197,0,0,3,7,0,0,3,0,3
"N00001551",388,370,0,0,2,6,0,0,8,0,2
"N00001552",376,369,0,1,1,4,0,0,0,0,1
"N00001553",264,258,1,0,1,4,0,0,0,0,0
"N00001554",326,319,0,0,2,3,0,0,0,0,2
"N00001555",272,269,0,1,1,0,0,0,0,0,1
"N00001556",211,211,0,0,0,0,0,0,0,0,0
"N00001557",268,263,0,0,5,0,0,0,0,0,0
"N00001558",247,247,0,0,0,0,0,0,0,0,0
"N00001559",328,322,0,0,0,3,0,0,1,1,1
"N00001560",266,261,0,0,0,0,0,0,1,4,0
"N00001561",218,215,0,0,1,0,0,0,0,0,2
"N00001562",215,214,0,0,0,0,0,0,0,1,0
"N00001563",172,171,0,0,0,0,0,0,0,1,0
"N00001564",352,348,2,0,0,0,0,0,0,0,2
"N00001565",351,351,0,0,0,0,0,0,0,0,0
"N00001566",387,383,1,0,2,0,0,0,0,0,1
"N00001567",251,248,0,0,2,0,0,0,0,0,1
"N00001568",297,294,0,0,0,2,0,0,0,1,0
"N00001569",329,321,0,0,4,0,0,0,4,0,0
"N00001570",1119,1100,1,12,0,0,0,0,0,5,1
"N00001571",493,489,0,1,3,0,0,0,0,0,0
"N00001572",355,353,0,1,0,0,0,0,1,0,0
"N00001573",444,438,0,3,1,0,0,0,1,1,0
"N00001574",310,305,0,2,1,0,0,0,0,1,1
"N00001575",317,315,0,1,0,0,0,0,0,0,1
"N00001576",365,359,0,2,0,0,4,0,0,0,0
"N00001577",364,363,0,0,0,0,0,0,0,0,1
"N00001578",312,309,1,0,1,0,0,0,0,0,1
"N00001579",317,297,1,0,9,0,0,0,7,2,1
"N00001580",328,287,0,1,7,0,0,5,10,11,7
"N00001581",306,296,1,0,3,0,0,0,3,0,3
"N00001582",293,283,0,0,2,1,0,1,0,2,4
"N00001583",234,219,1,0,2,4,0,0,1,3,4
"N00001584",184,181,0,1,0,0,0,0,1,0,1
"N00001585",444,384,1,1,3,9,1,0,20,21,4
"N00001586",254,217,1,0,1,18,4,0,6,5,2
"N00001587",333,282,8,0,1,19,1,0,2,20,0
"N00001588",290,269,1,0,2,6,0,0,7,4,1
"N00001589",318,301,2,0,3,2,0,0,1,6,3
"N00001590",356,323,6,0,4,5,1,0,5,11,1
"N00001591",275,236,3,0,7,6,5,0,8,6,4
"N00001592",305,258,0,0,3,6,0,8,15,12,3
"N00001593",518,440,6,1,7,21,5,1,16,20,1
"N00001594",364,311,8,0,1,13,2,0,10,17,2
"N00001595",289,242,2,1,4,6,0,0,16,18,0
"N00001596",395,338,6,0,2,3,0,0,37,5,4
"N00001597",271,217,5,0,3,12,0,10,8,14,2
"N00001598",381,354,2,0,3,7,0,1,6,6,2
"N00001599",445,407,3,0,3,9,0,0,13,8,2
"N00001600",317,269,4,0,2,1,0,5,14,20,2
"N00001601",277,249,1,0,5,1,0,3,15,2,1
"N00001602",342,292,2,0,2,4,0,4,21,14,3
"N00001603",305,292,0,0,2,2,0,0,2,5,2
"N00001604",276,264,0,0,2,1,0,0,3,2,4
"N00001605",283,263,0,0,5,1,0,0,2,9,3
"N00001606",197,187,1,0,2,1,0,0,1,0,5
"N00001607",262,254,0,0,2,6,0,0,0,0,0
"N00001608",238,220,0,0,0,5,0,0,6,7,0
"N00001609",243,217,1,0,6,9,0,2,0,0,8
"N00001610",220,205,1,0,1,8,1,0,1,0,3
"N00001611",292,276,0,0,4,4,0,0,4,0,4
"N00001612",295,272,0,0,4,0,0,0,4,0,15
"N00001613",691,644,2,0,3,16,0,0,15,0,11
"N00001614",245,231,0,0,8,2,0,0,3,0,1
"N00001615",318,308,0,0,2,0,0,0,0,2,6
"N00001616",299,276,1,0,5,1,0,3,0,3,10
"N00001617",258,247,1,0,0,0,4,0,0,1,5
"N00001618",236,221,0,0,0,0,0,0,6,0,9
"N00001619",278,266,0,0,3,0,0,4,0,0,5
"N00001620",333,291,4,0,4,1,3,0,3,4,23
"N00001621",241,230,1,0,1,1,0,3,3,0,2
"N00001622",240,224,4,0,1,0,0,0,0,1,10
"N00001623",287,284,0,0,1,1,0,0,1,0,0
"N00001624",150,148,0,0,0,1,0,0,0,0,1
"N00001625",253,246,0,0,3,0,0,0,2,1,1
"N00001626",236,236,0,0,0,0,0,0,0,0,0
"N00001627",179,178,0,0,0,0,0,0,0,0,1
"N00001628",248,246,0,0,0,0,0,0,1,1,0
"N00001629",303,302,0,0,0,0,0,0,0,1,0
"N00001630",214,211,0,0,3,0,0,0,0,0,0
"N00001631",226,226,0,0,0,0,0,0,0,0,0
"N00001632",244,243,0,0,1,0,0,0,0,0,0
"N00001633",183,180,0,0,1,0,0,0,1,0,1
"N00001634",229,228,0,0,0,0,1,0,0,0,0
"N00001635",300,296,0,0,0,0,1,0,3,0,0
"N00001636",170,168,0,0,1,0,0,0,1,0,0
"N00001637",220,220,0,0,0,0,0,0,0,0,0
"N00001638",252,250,0,0,0,1,0,0,0,0,1
"N00001639",180,180,0,0,0,0,0,0,0,0,0
"N00001640",214,213,0,0,1,0,0,0,0,0,0
"N00001641",250,249,0,0,0,0,0,0,1,0,0
"N00001642",299,298,0,1,0,0,0,0,0,0,0
"N00001643",595,580,0,0,8,0,0,0,0,7,0
"N00001644",329,325,0,0,0,0,0,0,4,0,0
"N00001645",234,233,0,0,1,0,0,0,0,0,0
"N00001646",352,350,1,0,1,0,0,0,0,0,0
"N00001647",294,293,0,0,0,0,0,0,1,0,0
"N00001648",316,308,0,0,0,0,0,0,4,4,0
"N00001649",443,437,0,0,3,0,0,0,2,1,0
"N00001650",305,292,1,0,5,4,0,0,3,0,0
"N00001651",383,383,0,0,0,0,0,0,0,0,0
"N00001652",396,391,0,0,1,1,0,0,3,0,0
"N00001653",440,435,4,0,1,0,0,0,0,0,0
"N00001654",385,379,1,0,0,0,0,0,5,0,0
"N00001655",386,382,1,0,0,0,0,0,0,2,1
"N00001656",234,234,0,0,0,0,0,0,0,0,0
"N00001657",292,282,0,0,6,0,0,0,4,0,0
"N00001658",209,209,0,0,0,0,0,0,0,0,0
"N00001659",248,248,0,0,0,0,0,0,0,0,0
"N00001660",294,293,0,0,1,0,0,0,0,0,0
"N00001661",373,371,1,0,0,0,0,1,0,0,0
"N00001662",325,325,0,0,0,0,0,0,0,0,0
"N00001663",316,314,0,0,0,0,0,0,0,0,2
"N00001664",325,319,0,0,1,0,5,0,0,0,0
"N00001665",370,369,1,0,0,0,0,0,0,0,0
"N00001666",340,338,0,0,2,0,0,0,0,0,0
"N00001667",301,301,0,0,0,0,0,0,0,0,0
"N00001668",391,391,0,0,0,0,0,0,0,0,0
"N00001669",326,318,2,0,1,0,0,0,4,1,0
"N00001670",263,260,0,0,1,2,0,0,0,0,0
"N00001671",302,301,0,0,0,0,0,0,1,0,0
"N00001672",368,368,0,0,0,0,0,0,0,0,0
"N00001673",447,441,0,1,2,2,0,0,1,0,0
"N00001674",248,247,0,0,0,0,0,0,0,1,0
"N00001675",279,278,0,0,1,0,0,0,0,0,0
"N00001676",264,263,0,0,1,0,0,0,0,0,0
"N00001677",552,543,0,0,8,0,0,0,1,0,0
"N00001678",435,432,0,0,1,0,0,0,0,1,1
"N00001679",404,401,0,0,2,0,0,0,0,1,0
"N00001680",540,532,0,0,4,0,0,0,4,0,0
"N00001681",300,298,1,0,0,0,0,0,1,0,0
"N00001682",324,323,1,0,0,0,0,0,0,0,0
"N00001683",388,382,0,0,4,0,0,0,0,2,0
"N00001684",930,912,0,0,6,4,6,0,1,1,0
"N00001685",337,337,0,0,0,0,0,0,0,0,0
"N00001686",279,269,0,0,3,0,0,0,0,4,3
"N00001687",308,303,0,0,3,1,0,0,0,1,0
"N00001688",361,358,0,0,0,3,0,0,0,0,0
"N00001689",246,244,0,1,0,0,0,0,0,0,1
"N00001690",352,345,3,0,1,0,0,0,0,0,3
"N00001691",280,276,0,0,2,1,1,0,0,0,0
"N00001692",254,250,0,0,3,1,0,0,0,0,0
"N00001693",311,311,0,0,0,0,0,0,0,0,0
"N00001694",293,289,0,0,0,0,0,0,4,0,0
"N00001695",414,407,0,0,3,0,0,0,3,0,1
"N00001696",379,371,0,0,6,0,0,0,1,0,1
"N00001697",298,292,0,0,0,0,1,0,4,1,0
"N00001698",269,264,0,0,0,0,1,0,3,1,0
"N00001699",395,385,0,0,3,1,0,0,3,3,0
"N00001700",260,259,0,0,0,0,0,0,1,0,0
"N00001701",198,195,1,0,0,0,0,0,2,0,0
"N00001702",338,330,0,0,3,0,0,4,1,0,0
"N00001703",1033,1007,5,0,2,3,0,0,15,0,1
"N00001704",829,799,1,0,7,6,0,0,3,5,8
"N00001705",222,209,1,0,4,4,0,0,4,0,0
"N00001706",465,464,0,0,0,0,0,0,0,1,0
"N00001707",395,387,0,0,5,0,0,0,0,0,3
"N00001708",674,668,0,0,2,0,0,0,0,2,2
"N00001709",252,252,0,0,0,0,0,0,0,0,0
"N00001710",341,341,0,0,0,0,0,0,0,0,0
"N00001711",362,357,0,0,0,0,0,0,0,5,0
"N00001712",387,386,0,0,0,0,0,0,0,1,0
"N00001713",207,207,0,0,0,0,0,0,0,0,0
"N00001714",536,531,0,0,3,0,0,0,0,1,1
"N00001715",287,286,0,0,1,0,0,0,0,0,0
"N00001716",303,300,1,0,0,1,0,0,1,0,0
"N00001717",352,345,0,0,1,4,0,0,1,1,0
"N00001718",288,286,0,0,1,0,0,0,1,0,0
"N00001719",320,317,0,0,3,0,0,0,0,0,0
"N00001720",289,287,0,0,0,0,0,0,2,0,0
"N00001721",279,279,0,0,0,0,0,0,0,0,0
"N00001722",335,333,0,0,2,0,0,0,0,0,0
"N00001723",289,288,0,0,1,0,0,0,0,0,0
"N00001724",244,242,0,0,0,0,0,0,0,0,2
"N00001725",260,259,0,0,1,0,0,0,0,0,0
"N00001726",263,258,0,0,1,1,0,0,0,3,0
"N00001727",222,217,0,0,5,0,0,0,0,0,0
"N00001728",292,290,0,0,2,0,0,0,0,0,0
"N00001729",312,311,0,0,1,0,0,0,0,0,0
"N00001730",214,212,0,0,1,0,0,0,0,0,1
"N00001731",227,226,0,0,0,0,0,0,0,0,1
"N00001732",1089,1055,1,0,15,8,0,0,0,3,7
"N00001733",282,280,0,0,2,0,0,0,0,0,0
"N00001734",287,283,0,0,1,3,0,0,0,0,0
"N00001735",268,268,0,0,0,0,0,0,0,0,0
"N00001736",352,350,0,0,1,1,0,0,0,0,0
"N00001737",352,349,0,0,1,0,0,0,0,1,1
"N00001738",317,315,1,0,0,0,0,0,1,0,0
"N00001739",352,342,0,0,2,1,0,0,0,5,2
"N00001740",694,681,0,0,2,11,0,0,0,0,0
"N00001741",284,273,1,0,4,6,0,0,0,0,0
"N00001742",229,225,0,0,0,3,0,0,0,1,0
"N00001743",283,274,0,0,3,4,0,0,1,1,0
"N00001744",325,325,0,0,0,0,0,0,0,0,0
"N00001745",336,334,0,1,0,0,0,0,1,0,0
"N00001746",295,291,0,0,3,0,0,0,1,0,0
"N00001747",742,734,0,0,4,1,2,0,0,0,1
"N00001748",456,456,0,0,0,0,0,0,0,0,0
"N00001749",325,325,0,0,0,0,0,0,0,0,0
"N00001750",256,246,0,0,5,3,0,0,1,0,1
"N00001751",318,306,1,0,1,1,0,0,1,5,3
"N00001752",299,298,0,0,0,0,0,0,0,0,1
"N00001753",321,309,0,1,0,1,0,1,5,4,0
"N00001754",356,341,0,0,0,4,0,0,0,11,0
"N00001755",380,380,0,0,0,0,0,0,0,0,0
"N00001756",326,326,0,0,0,0,0,0,0,0,0
"N00001757",243,228,0,0,2,0,0,0,0,13,0
"N00001758",272,270,0,0,0,0,0,0,0,2,0
"N00001759",313,313,0,0,0,0,0,0,0,0,0
"N00001760",1278,1203,6,4,9,9,7,6,30,2,2
"N00001761",503,482,0,1,4,3,0,0,7,6,0
"N00001762",275,260,1,0,1,4,0,0,1,8,0
"N00001763",1425,1358,6,0,12,12,2,0,9,17,9
"N00001764",234,231,1,0,0,0,0,0,1,0,1
"N00001765",990,956,2,0,8,2,0,0,18,3,1
"N00001766",256,255,1,0,0,0,0,0,0,0,0
"N00001767",299,291,0,0,0,4,0,0,4,0,0
"N00001768",296,284,1,0,4,0,0,0,5,2,0
"N00001769",374,344,1,0,5,4,0,0,18,1,1
"N00001770",333,322,0,0,0,0,4,0,2,5,0
"N00001771",437,405,0,0,2,4,4,0,22,0,0
"N00001772",278,268,0,0,2,4,0,0,4,0,0
"N00001773",278,267,0,0,1,3,0,0,4,0,3
"N00001774",281,268,4,0,0,4,0,0,2,3,0
"N00001775",301,291,0,0,4,5,0,1,0,0,0
"N00001776",294,285,0,0,1,0,0,0,8,0,0
"N00001777",352,337,0,0,0,4,0,0,8,0,3
"N00001778",307,283,0,0,2,2,0,0,19,1,0
"N00001779",293,287,0,0,1,2,0,0,0,3,0
"N00001780",621,603,0,0,2,1,0,0,10,0,5
"N00001781",429,408,7,0,0,4,0,0,7,1,2
"N00001782",354,347,0,0,0,5,0,0,0,2,0
"N00001783",348,331,0,0,1,0,0,0,5,9,2
"N00001784",257,250,0,0,0,0,0,0,0,7,0
"N00001785",348,340,0,0,6,0,0,0,2,0,0
"N00001786",319,319,0,0,0,0,0,0,0,0,0
"N00001787",281,277,0,0,2,0,0,0,1,0,1
"N00001788",335,325,0,0,0,1,0,0,0,9,0
"N00001789",425,419,0,0,0,3,0,0,0,3,0
"N00001790",359,359,0,0,0,0,0,0,0,0,0
"N00001791",474,463,2,0,6,1,0,0,1,0,1
"N00001792",345,327,6,0,0,0,7,1,4,0,0
"N00001793",456,436,0,0,1,4,0,0,15,0,0
"N00001794",915,887,0,0,4,8,1,0,4,11,0
"N00001795",320,309,0,0,1,3,6,0,1,0,0
"N00001796",336,308,0,0,0,8,5,0,0,14,1
"N00001797",341,333,0,0,0,6,0,0,2,0,0
"N00001798",423,413,0,0,2,1,1,0,4,0,2
"N00001799",314,314,0,0,0,0,0,0,0,0,0
"N00001800",343,333,0,0,2,0,7,0,1,0,0
"N00001801",439,411,2,0,3,0,0,6,9,2,6
"N00001802",331,319,0,0,5,3,0,1,3,0,0
"N00001803",302,301,0,0,0,1,0,0,0,0,0
"N00001804",353,349,0,0,0,4,0,0,0,0,0
"N00001805",893,870,3,0,3,4,1,0,11,0,1
"N00001806",324,319,0,0,3,0,0,0,2,0,0
"N00001807",249,238,1,0,9,0,0,0,0,0,1
"N00001808",249,248,0,0,0,0,0,0,0,1,0
"N00001809",255,244,2,0,2,0,0,1,6,0,0
"N00001810",231,231,0,0,0,0,0,0,0,0,0
"N00001811",249,245,0,0,0,1,0,0,1,0,2
"N00001812",340,336,0,1,1,1,0,0,0,0,1
"N00001813",193,189,0,0,0,0,0,0,0,4,0
"N00001814",644,629,0,0,4,5,0,0,1,0,5
"N00001815",347,345,1,0,0,0,0,0,0,0,1
"N00001816",486,483,0,0,2,0,0,0,1,0,0
"N00001817",287,283,0,0,3,0,0,0,0,0,1
"N00001818",274,268,1,0,2,2,0,0,0,0,1
"N00001819",379,365,9,0,3,0,0,0,1,0,1
"N00001820",314,293,2,0,3,15,0,0,0,1,0
"N00001821",618,546,3,0,7,10,3,0,2,46,1
"N00001822",270,264,0,0,0,0,0,0,4,2,0
"N00001823",383,370,1,0,2,5,4,0,0,1,0
"N00001824",365,358,1,0,4,0,1,0,1,0,0
"N00001825",240,227,2,0,4,0,0,0,2,4,1
"N00001826",344,337,1,0,2,0,0,0,3,1,0
"N00001827",334,312,0,0,0,4,0,0,0,18,0
"N00001828",257,236,0,0,3,1,0,0,3,14,0
"N00001829",238,222,0,0,2,1,0,0,5,8,0
"N00001830",393,383,1,0,2,0,0,0,0,5,2
"N00001831",337,334,2,0,0,0,0,0,0,0,1
"N00001832",251,249,2,0,0,0,0,0,0,0,0
"N00001833",327,324,0,0,1,0,0,0,0,0,2
"N00001834",235,230,2,0,0,0,3,0,0,0,0
"N00001835",295,284,2,0,0,0,0,6,0,0,3
"N00001836",284,281,0,0,3,0,0,0,0,0,0
"N00001837",236,231,0,0,1,0,0,0,0,3,1
"N00001838",234,232,1,0,1,0,0,0,0,0,0
"N00001839",396,386,0,1,3,0,0,0,0,6,0
"N00001840",374,370,0,0,1,0,0,0,1,0,2
"N00001841",345,326,0,0,0,8,0,0,6,0,5
"N00001842",258,248,0,0,3,2,0,0,1,4,0
"N00001843",326,316,0,0,5,0,0,0,5,0,0
"N00001844",297,290,0,0,3,0,0,1,2,0,1
"N00001845",292,283,0,0,2,1,0,0,3,3,0
"N00001846",279,275,0,0,0,0,0,4,0,0,0
"N00001847",287,283,0,0,4,0,0,0,0,0,0
"N00001848",298,297,1,0,0,0,0,0,0,0,0
"N00001849",303,300,0,0,2,0,0,0,0,0,1
"N00001850",636,635,0,0,0,0,0,0,1,0,0
"N00001851",295,292,1,0,2,0,0,0,0,0,0
"N00001852",349,338,1,0,5,0,0,0,0,1,4
"N00001853",344,344,0,0,0,0,0,0,0,0,0
"N00001854",232,230,0,0,0,0,0,0,0,2,0
"N00001855",292,263,0,0,1,5,3,0,1,18,1
"N00001856",272,239,0,0,0,8,0,0,1,24,0
"N00001857",268,254,0,0,0,0,0,0,0,7,7
"N00001858",232,223,0,0,0,0,0,0,0,9,0
"N00001859",266,265,0,0,0,0,0,0,0,1,0
"N00001860",210,201,0,0,3,0,0,0,0,5,1
"N00001861",271,263,1,0,1,0,0,0,0,6,0
"N00001862",387,344,0,0,2,16,0,0,0,21,4
"N00001863",272,253,0,0,4,0,0,0,0,15,0
"N00001864",364,354,2,0,2,3,0,0,1,1,1
"N00001865",541,536,4,0,1,0,0,0,0,0,0
"N00001866",252,242,3,0,5,0,0,0,0,1,1
"N00001867",359,353,1,0,1,0,0,0,1,2,1
"N00001868",372,371,0,0,0,0,0,0,1,0,0
"N00001869",350,350,0,0,0,0,0,0,0,0,0
"N00001870",323,317,0,0,0,0,0,0,6,0,0
"N00001871",355,328,0,0,3,0,0,0,24,0,0
"N00001872",256,222,0,0,0,5,2,0,26,0,1
"N00001873",806,768,0,0,10,10,1,0,16,0,1
"N00001874",376,356,2,0,1,0,8,0,7,0,2
"N00001875",291,283,0,0,6,0,0,0,0,2,0
"N00001876",332,325,0,0,3,0,0,0,0,0,4
"N00001877",282,281,0,0,0,0,1,0,0,0,0
"N00001878",307,303,0,0,1,3,0,0,0,0,0
"N00001879",352,345,0,0,5,0,0,0,0,1,1
"N00001880",313,309,0,0,0,0,0,0,4,0,0
"N00001881",979,975,0,0,3,0,1,0,0,0,0
"N00001882",281,281,0,0,0,0,0,0,0,0,0
"N00001883",292,289,0,0,2,0,0,0,1,0,0
"N00001884",261,258,1,0,0,1,0,0,1,0,0
"N00001885",229,229,0,0,0,0,0,0,0,0,0
"N00001886",232,232,0,0,0,0,0,0,0,0,0
"N00001887",289,282,0,0,0,0,0,0,7,0,0
"N00001888",287,279,0,0,0,1,7,0,0,0,0
"N00001889",231,226,0,0,1,0,0,0,3,1,0
"N00001890",555,534,1,0,0,0,8,0,11,0,1
"N00001891",390,376,0,0,0,0,8,0,5,1,0
"N00001892",280,279,0,0,0,0,0,0,0,1,0
"N00001893",270,267,0,0,0,0,0,0,3,0,0
"N00001894",320,308,1,0,3,0,0,0,2,1,5
"N00001895",342,327,0,0,0,11,0,0,2,0,2
"N00001896",546,528,0,1,3,4,0,0,0,7,3
"N00001897",283,280,0,0,0,0,0,0,2,1,0
"N00001898",279,269,0,0,0,0,0,0,6,4,0
"N00001899",186,178,1,0,0,0,0,0,2,5,0
"N00001900",346,340,4,0,2,0,0,0,0,0,0
"N00001901",377,370,1,0,5,0,0,0,1,0,0
"N00001902",411,405,1,0,0,0,0,2,3,0,0
"N00001903",427,424,0,0,1,0,0,0,2,0,0
"N00001904",265,258,2,0,1,0,0,0,4,0,0
"N00001905",267,265,0,0,0,0,0,0,0,2,0
"N00001906",308,300,0,0,3,0,0,0,0,4,1
"N00001907",331,331,0,0,0,0,0,0,0,0,0
"N00001908",321,321,0,0,0,0,0,0,0,0,0
"N00001909",331,330,0,0,0,0,0,0,0,1,0
"N00001910",386,386,0,0,0,0,0,0,0,0,0
"N00001911",290,266,0,0,4,14,0,0,4,2,0
"N00001912",428,410,3,0,6,0,0,0,8,0,1
"N00001913",280,265,1,0,1,0,0,0,4,9,0
"N00001914",303,276,3,0,1,14,1,1,2,5,0
"N00001915",651,624,3,0,3,11,0,0,0,10,0
"N00001916",267,258,0,0,2,7,0,0,0,0,0
"N00001917",312,305,0,0,0,4,0,0,3,0,0
"N00001918",249,235,0,0,2,9,0,0,0,2,1
"N00001919",324,320,0,0,0,0,0,0,0,3,1
"N00001920",327,326,1,0,0,0,0,0,0,0,0
"N00001921",272,272,0,0,0,0,0,0,0,0,0
"N00001922",300,298,0,0,0,0,0,0,1,1,0
"N00001923",236,236,0,0,0,0,0,0,0,0,0
"N00001924",367,351,1,0,3,1,0,0,6,4,1
"N00001925",273,272,0,0,0,0,0,0,1,0,0
"N00001926",320,320,0,0,0,0,0,0,0,0,0
"N00001927",225,219,0,0,0,0,0,0,6,0,0
"N00001928",232,227,0,0,1,0,0,0,3,0,1
"N00001929",440,435,0,1,3,0,0,0,0,1,0
"N00001930",249,245,0,0,0,0,0,0,4,0,0
"N00001931",267,263,0,0,1,0,0,0,0,1,2
"N00001932",278,278,0,0,0,0,0,0,0,0,0
"N00001933",292,289,0,0,2,1,0,0,0,0,0
"N00001934",265,264,0,0,0,1,0,0,0,0,0
"N00001935",350,342,1,0,1,0,0,5,0,0,1
"N00001936",304,302,0,0,0,0,0,0,1,1,0
"N00001937",304,303,0,0,0,0,0,0,0,0,1
"N00001938",311,295,0,0,6,0,0,0,10,0,0
"N00001939",278,278,0,0,0,0,0,0,0,0,0
"N00001940",359,345,0,0,3,0,0,0,0,11,0
"N00001941",284,278,0,0,0,0,0,2,0,4,0
"N00001942",451,445,0,0,2,0,0,0,0,2,2
"N00001943",429,426,0,0,3,0,0,0,0,0,0
"N00001944",365,363,0,0,2,0,0,0,0,0,0
"N00001945",440,440,0,0,0,0,0,0,0,0,0
"N00001946",352,344,0,0,0,0,0,0,0,8,0
"N00001947",462,459,2,0,1,0,0,0,0,0,0
"N00001948",216,216,0,0,0,0,0,0,0,0,0
"N00001949",685,682,0,0,2,0,0,0,0,0,1
"N00001950",230,228,2,0,0,0,0,0,0,0,0
"N00001951",238,237,0,0,0,0,0,1,0,0,0
"N00001952",266,265,1,0,0,0,0,0,0,0,0
"N00001953",200,199,0,0,1,0,0,0,0,0,0
"N00001954",254,253,0,0,1,0,0,0,0,0,0
"N00001955",285,282,0,0,2,0,0,0,0,0,1
"N00001956",207,200,0,0,0,0,0,0,7,0,0
"N00001957",294,289,0,0,0,0,0,0,5,0,0
"N00001958",326,326,0,0,0,0,0,0,0,0,0
"N00001959",261,258,1,0,0,0,0,0,2,0,0
"N00001960",318,318,0,0,0,0,0,0,0,0,0
"N00001961",419,409,3,0,3,0,0,0,3,1,0
"N00001962",209,206,0,0,0,0,0,0,3,0,0
"N00001963",167,165,0,0,1,0,0,0,1,0,0
"N00001964",269,269,0,0,0,0,0,0,0,0,0
"N00001965",304,300,0,0,3,0,0,0,0,1,0
"N00001966",434,430,4,0,0,0,0,0,0,0,0
"N00001967",468,463,2,0,1,0,0,0,0,2,0
"N00001968",340,337,0,0,2,0,0,0,0,1,0
"N00001969",531,524,0,0,2,3,0,0,2,0,0
"N00001970",293,291,0,0,1,0,0,0,1,0,0
"N00001971",410,401,0,0,1,1,0,0,6,0,1
"N00001972",331,329,0,0,0,1,0,0,0,0,1
"N00001973",321,314,0,0,0,1,0,0,5,1,0
"N00001974",179,163,0,0,1,1,0,0,9,4,1
"N00001975",364,347,0,0,3,0,0,0,9,4,1
